209,407
194,196
128,378
147,396
231,432
463,189
124,206
228,208
136,467
149,408
22,172
82,442
395,483
143,221
339,393
424,352
139,301
80,186
450,197
254,324
50,345
72,164
209,349
18,474
419,285
411,23
228,334
140,8
290,19
264,295
238,279
196,464
198,132
65,83
63,240
2,348
136,138
245,234
58,304
403,198
169,69
476,413
267,28
427,150
308,343
173,61
135,248
377,249
333,193
180,372
2,370
425,247
169,130
198,249
238,474
362,284
377,23
210,59
445,383
417,397
332,221
63,351
60,266
298,196
127,28
142,369
19,364
190,335
251,150
425,90
368,147
266,343
115,151
145,237
430,199
47,243
368,403
467,295
322,112
217,435
354,428
247,110
134,126
365,30
143,425
472,104
75,13
172,402
2,230
48,117
13,130
290,274
153,487
30,111
333,273
262,27
142,102
46,45
422,62
375,269
7,424
441,2
180,335
34,163
261,461
81,317
127,176
104,181
47,80
401,126
372,193
128,326
379,19
98,119
152,110
129,284
239,386
104,295
257,284
198,60
199,223
386,419
397,433
94,355
408,262
424,452
409,305
369,198
29,261
346,428
228,120
240,401
426,413
159,467
216,339
59,48
220,1
443,279
190,94
253,470
243,165
207,377
186,99
257,137
188,150
319,194
455,483
205,477
82,481
218,127
81,441
434,351
420,442
12,320
460,146
317,231
202,393
417,367
352,8
108,113
191,66
256,55
228,371
179,357
472,248
257,468
454,463
379,48
238,342
262,62
59,405
275,366
168,130
257,461
302,150
358,312
388,138
258,46
474,108
404,244
131,58
465,184
389,150
231,324
102,79
391,455
177,139
161,213
226,331
238,304
453,210
344,421
342,375
283,199
64,103
335,164
98,386
376,255
226,334
357,257
223,384
343,242
114,450
46,151
110,46
317,124
436,236
324,170
418,264
310,335
60,252
459,477
489,337
376,341
191,258
219,45
119,121
157,7
402,140
160,246
200,199
239,181
123,155
154,372
480,428
175,227
281,316
440,50
7,13
168,270
375,445
476,457
22,325
147,100
113,173
479,13
65,202
348,429
209,291
385,399
401,48
262,151
313,330
483,120
255,431
126,368
419,129
197,345
296,131
197,440
413,360
323,487
173,355
378,273
46,60
325,134
199,35
221,301
180,202
239,64
279,271
261,76
449,129
393,161
44,351
190,63
460,144
5,418
101,217
346,345
180,17
335,55
110,435
113,92
77,101
96,120
93,411
412,16
18,268
38,300
396,30
137,131
432,341
304,43
201,233
180,283
279,198
411,189
63,216
225,308
338,297
312,313
106,290
366,53
178,409
369,291
79,92
11,172
395,153
441,313
171,101
191,355
300,238
129,171
140,222
392,445
211,381
327,206
173,327
254,141
359,326
67,209
403,284
180,60
8,2
283,459
389,97
425,5
208,41
71,325
90,184
273,415
306,448
176,249
134,355
206,358
385,486
235,44
161,333
194,74
464,430
4,38
467,304
238,224
100,300
274,401
315,242
242,457
401,71
23,374
269,485
418,340
178,443
171,255
425,84
424,372
350,158
454,345
132,396
478,287
24,146
107,96
175,212
85,40
168,173
41,90
439,75
308,131
12,450
220,473
212,309
141,329
167,292
166,157
301,27
85,308
487,146
236,315
57,381
301,42
117,394
258,356
151,72
280,335
385,150
46,362
72,114
177,344
475,59
254,217
205,393
216,171
407,477
246,467
204,194
151,397
221,234
81,476
408,26
95,97
50,130
259,247
472,317
429,364
31,314
487,303
138,340
472,458
319,144
120,321
274,387
34,179
1,224
280,206
181,384
149,94
483,124
262,276
358,313
281,403
296,3
162,168
359,280
95,285
469,438
444,294
213,85
217,110
103,432
431,273
376,211
468,102
28,359
27,223
290,79
248,43
220,276
350,373
92,228
48,422
91,341
486,384
421,265
339,312
326,295
2,106
353,438
279,376
373,286
217,412
377,425
185,184
426,485
299,178
442,285
70,308
151,91
434,29
98,80
285,333
383,121
463,200
192,246
144,66
243,102
20,65
173,210
5,275
306,44
367,24
177,480
53,269
364,162
88,9
356,397
194,435
483,183
240,196
261,277
376,56
52,44
326,140
467,296
111,323
185,192
324,117
48,265
178,380
111,373
187,386
127,422
123,93
441,38
414,465
385,140
440,22
426,466
295,416
258,443
469,126
261,349
267,471
410,347
9,186
355,109
13,488
315,206
465,33
233,372
430,110
177,378
135,166
6,136
204,28
232,304
21,254
161,55
311,36
374,118
457,126
371,354
148,52
93,304
364,63
424,160
373,67
385,39
314,96
324,84
330,365
398,444
273,364
30,150
264,322
372,146
49,418
166,260
469,142
432,59
173,90
448,268
219,414
418,80
437,359
467,107
427,429
487,212
179,468
487,138
279,110
151,212
182,343
373,378
108,231
87,336
110,131
281,415
222,225
430,177
261,227
449,413
26,63
244,86
426,257
307,459
459,21
295,239
198,173
379,241
84,96
376,373
477,253
113,192
446,477
2,136
65,275
246,39
479,310
140,438
441,261
371,423
369,475
47,96
54,399
128,29
477,354
329,247
398,284
366,186
417,398
128,286
5,188
191,256
45,330
252,448
371,153
312,134
351,134
221,125
341,418
226,218
195,389
421,474
105,299
46,174
486,244
37,401
115,63
427,168
61,23
176,410
125,425
290,234
404,306
106,4
172,379
108,489
18,386
451,180
265,253
253,483
279,132
441,328
40,246
168,26
82,351
289,272
291,310
13,372
483,263
57,152
467,184
393,91
105,262
109,220
387,258
275,260
384,131
453,467
209,200
393,307
480,95
415,313
365,271
344,163
128,479
137,33
228,60
344,249
249,436
191,424
211,74
188,185
210,113
476,431
133,114
235,219
99,398
384,184
324,83
429,37
348,351
71,457
399,465
39,29
50,481
400,262
458,229
343,393
427,18
38,136
181,377
157,397
178,22
97,165
286,210
433,80
285,209
441,151
268,39
317,327
179,304
353,283
253,148
38,78
463,456
239,366
385,126
255,191
464,386
383,378
359,149
95,487
63,103
43,133
386,225
96,118
202,239
266,189
16,364
389,151
296,96
71,37
348,182
244,147
371,166
413,396
190,191
403,302
236,124
56,406
115,240
331,83
445,169
341,74
115,486
91,222
178,268
478,255
485,463
331,98
257,490
425,230
309,379
399,253
463,260
195,212
38,195
294,341
87,301
199,404
161,435
204,222
394,162
171,173
202,480
422,209
265,382
382,94
314,273
10,89
248,431
297,112
233,231
416,484
64,479
224,236
176,99
202,129
326,71
87,243
168,147
290,283
270,434
227,144
340,490
155,436
427,90
440,94
336,286
237,109
256,379
87,2
393,484
336,447
43,193
265,282
425,337
124,37
62,243
209,93
455,158
464,24
240,142
376,159
434,239
327,97
119,311
218,337
311,245
276,312
160,471
363,23
28,3
193,363
227,412
471,305
365,378
147,245
460,43
260,346
210,287
213,477
198,26
73,321
48,97
119,481
362,486
36,282
423,359
175,278
362,440
333,57
486,211
71,123
346,349
291,204
207,454
117,201
196,424
411,88
474,267
202,249
237,370
307,92
419,404
30,86
391,321
339,486
327,248
260,292
330,451
50,325
160,40
139,428
336,159
263,6
233,242
331,397
198,11
359,69
392,459
341,310
16,219
19,117
129,252
306,177
395,369
389,241
55,20
285,178
221,342
54,285
25,402
476,118
483,427
483,465
463,69
452,397
83,347
456,375
34,416
402,422
113,459
433,237
251,432
396,354
270,309
255,405
482,487
358,379
226,5
194,180
127,150
86,104
310,368
459,224
447,165
181,14
77,382
305,463
177,384
53,288
246,75
159,57
280,117
89,249
468,444
264,479
106,59
50,306
437,119
82,382
478,340
482,434
297,466
153,338
362,442
259,278
376,314
94,377
368,51
378,140
221,226
404,339
228,247
385,38
305,49
255,395
171,320
387,436
111,190
168,134
30,111
332,21
164,288
211,201
331,212
282,137
345,10
181,477
206,396
202,107
293,99
469,461
292,54
217,153
84,5
210,256
370,167
67,70
174,417
418,234
51,9
469,281
210,481
367,451
152,100
448,80
318,163
77,317
176,287
385,167
380,278
415,128
464,378
59,230
488,148
47,295
160,169
358,279
284,129
479,56
230,208
170,445
375,286
99,91
430,81
417,26
46,84
373,53
235,415
448,406
9,143
364,328
335,260
404,403
169,420
478,329
230,272
222,246
386,380
444,460
299,14
390,109
378,368
298,258
41,18
257,63
164,49
321,481
180,187
328,56
481,420
299,9
309,239
12,204
94,446
430,152
229,300
128,396
142,177
400,160
135,64
207,116
461,392
306,329
304,484
381,382
300,196
